ClienteID,Nome,Cidade,Produto,Valor_Euro,Data_Assinatura
1045,Cliente_1045,Lisboa,Pacote TV HD,37.13,2019-06-01
7335,Cliente_7335,Vila Nova de Gaia,"Pacote Integrado (TV, Internet, Telefone)",123.01,2019-11-26
1558,Cliente_1558,Lisboa,Telefone Fixo Ilimitado,29.93,2021-05-21
3740,Cliente_3740,Porto,Net segura,241.24,2019-01-28
3523,Cliente_3523,Porto,Internet 100 Mbps,41.28,2023-11-22
181,Cliente_181,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",91.75,2019-04-15
2116,Cliente_2116,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",149.44,2022-08-15
1700,Cliente_1700,Lisboa,Pacote Mobile Empresarial,26.85,2021-06-14
1380,Cliente_1380,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",96.75,2018-01-02
7230,Cliente_7230,Vila Nova de Gaia,"Pacote Integrado (TV, Internet, Telefone)",131.04,2021-01-20
9144,Cliente_9144,Sintra,Internet 200 Mbps,57.72,2020-09-22
619,Cliente_619,Lisboa,Internet 100 Mbps,49.94,2022-06-15
3182,Cliente_3182,Porto,Pacote Mobile Empresarial,17.48,2020-04-23
9852,Cliente_9852,Évora,Internet 200 Mbps,68.23,2018-12-15
1601,Cliente_1601,Lisboa,Net segura,224.61,2019-08-02
5964,Cliente_5964,Cascais,Telefone Fixo Ilimitado,28.7,2018-04-14
1616,Cliente_1616,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",123.77,2020-08-25
5921,Cliente_5921,Cascais,Net segura,294.82,2020-02-04
9592,Cliente_9592,Funchal,Net segura,181.67,2022-09-04
3892,Cliente_3892,Braga,Pacote TV HD,32.17,2022-12-16
2084,Cliente_2084,Lisboa,Internet 200 Mbps,52.38,2022-06-06
4575,Cliente_4575,Braga,"Pacote Integrado (TV, Internet, Telefone)",99.42,2021-02-24
5595,Cliente_5595,Cascais,Pacote Mobile Empresarial,27.79,2022-10-07
5122,Cliente_5122,Coimbra,Telefone Fixo Ilimitado,29.02,2022-11-14
4588,Cliente_4588,Braga,Pacote TV HD,36.52,2019-07-25
4903,Cliente_4903,Coimbra,Telefone Fixo Ilimitado,20.17,2020-08-18
8253,Cliente_8253,Sintra,Pacote TV HD,37.3,2019-09-30
5917,Cliente_5917,Cascais,Telefone Fixo Ilimitado,26.39,2021-06-28
5130,Cliente_5130,Coimbra,Pacote TV HD,37.11,2021-07-08
8335,Cliente_8335,Sintra,Cloud,298.95,2020-07-02
1919,Cliente_1919,Lisboa,Pacote TV HD,36.68,2021-08-28
8331,Cliente_8331,Sintra,Cloud,418.68,2018-11-19
5708,Cliente_5708,Cascais,"Pacote Integrado (TV, Internet, Telefone)",115.86,2018-11-01
5385,Cliente_5385,Faro,Telefone Fixo Ilimitado,21.0,2021-03-11
6337,Cliente_6337,Cascais,Cloud,463.46,2018-05-24
2055,Cliente_2055,Lisboa,Internet 200 Mbps,51.55,2023-06-07
7613,Cliente_7613,Sintra,Telefone Fixo Ilimitado,22.88,2019-01-27
9210,Cliente_9210,Funchal,Telefone Fixo Ilimitado,27.72,2023-09-08
3964,Cliente_3964,Braga,Internet 100 Mbps,42.47,2022-05-17
1127,Cliente_1127,Lisboa,Pacote TV HD,28.39,2021-11-11
3429,Cliente_3429,Porto,Pacote TV HD,32.9,2020-12-31
4602,Cliente_4602,Braga,Net segura,219.05,2023-05-06
3722,Cliente_3722,Porto,Pacote TV HD,28.79,2022-03-09
2390,Cliente_2390,Lisboa,Internet 200 Mbps,57.43,2022-03-14
1323,Cliente_1323,Lisboa,Pacote Mobile Empresarial,20.64,2020-07-01
1604,Cliente_1604,Lisboa,Pacote Mobile Empresarial,18.01,2021-01-16
7225,Cliente_7225,Vila Nova de Gaia,"Pacote Integrado (TV, Internet, Telefone)",129.78,2021-04-28
7426,Cliente_7426,Sintra,Internet 100 Mbps,39.37,2021-07-02
4337,Cliente_4337,Braga,Net segura,136.99,2018-01-26
5594,Cliente_5594,Cascais,Pacote Mobile Empresarial,21.69,2022-08-01
4412,Cliente_4412,Braga,"Pacote Integrado (TV, Internet, Telefone)",89.92,2022-03-17
5859,Cliente_5859,Cascais,Internet 200 Mbps,60.95,2022-03-18
9344,Cliente_9344,Funchal,Cloud,264.0,2018-12-01
3992,Cliente_3992,Braga,Cloud,462.78,2018-03-06
6080,Cliente_6080,Cascais,Pacote Mobile Empresarial,18.52,2018-11-17
1560,Cliente_1560,Lisboa,Pacote TV HD,37.84,2018-03-30
4683,Cliente_4683,Braga,Internet 100 Mbps,48.01,2022-12-04
7558,Cliente_7558,Sintra,Net segura,294.39,2020-06-23
3773,Cliente_3773,Porto,Internet 100 Mbps,40.85,2020-01-03
8780,Cliente_8780,Sintra,Net segura,172.43,2023-08-17
3458,Cliente_3458,Porto,Internet 200 Mbps,56.14,2021-08-07
8384,Cliente_8384,Sintra,Internet 100 Mbps,32.43,2022-06-07
1355,Cliente_1355,Lisboa,Pacote Mobile Empresarial,23.97,2022-08-01
46,Cliente_46,Lisboa,Telefone Fixo Ilimitado,21.28,2023-05-01
9873,Cliente_9873,Évora,Pacote Mobile Empresarial,21.04,2022-06-14
749,Cliente_749,Lisboa,Internet 200 Mbps,50.1,2021-06-16
7918,Cliente_7918,Sintra,Net segura,295.49,2020-12-01
4242,Cliente_4242,Braga,Cloud,355.41,2018-03-13
5629,Cliente_5629,Cascais,Internet 200 Mbps,66.85,2021-11-15
4658,Cliente_4658,Braga,Telefone Fixo Ilimitado,21.53,2020-02-05
4239,Cliente_4239,Braga,Internet 200 Mbps,66.87,2023-12-05
3461,Cliente_3461,Porto,Net segura,107.4,2022-01-09
7382,Cliente_7382,Sintra,Internet 100 Mbps,46.79,2018-09-01
5550,Cliente_5550,Cascais,Internet 200 Mbps,52.48,2019-07-07
7076,Cliente_7076,Vila Nova de Gaia,Telefone Fixo Ilimitado,26.51,2021-04-27
5839,Cliente_5839,Cascais,Internet 100 Mbps,47.69,2019-08-03
8092,Cliente_8092,Sintra,Pacote Mobile Empresarial,26.7,2020-11-16
5475,Cliente_5475,Faro,Internet 200 Mbps,51.78,2018-08-13
3615,Cliente_3615,Porto,Net segura,209.12,2021-07-06
7502,Cliente_7502,Sintra,Internet 100 Mbps,43.03,2019-02-24
7054,Cliente_7054,Vila Nova de Gaia,Net segura,105.36,2022-04-08
7368,Cliente_7368,Sintra,"Pacote Integrado (TV, Internet, Telefone)",107.84,2023-03-04
8020,Cliente_8020,Sintra,Net segura,191.18,2019-04-20
9639,Cliente_9639,Funchal,Internet 100 Mbps,31.64,2019-12-07
9056,Cliente_9056,Sintra,Pacote Mobile Empresarial,28.18,2022-07-19
665,Cliente_665,Lisboa,Net segura,234.7,2022-10-04
2320,Cliente_2320,Lisboa,Cloud,482.92,2023-07-16
3543,Cliente_3543,Porto,Internet 200 Mbps,56.54,2023-09-08
3678,Cliente_3678,Porto,"Pacote Integrado (TV, Internet, Telefone)",86.82,2021-02-10
9600,Cliente_9600,Funchal,Net segura,255.09,2018-08-05
3092,Cliente_3092,Porto,Internet 100 Mbps,34.23,2018-04-04
676,Cliente_676,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",96.58,2019-08-10
8677,Cliente_8677,Sintra,Cloud,450.41,2021-09-20
4885,Cliente_4885,Coimbra,Internet 200 Mbps,67.38,2021-08-24
8080,Cliente_8080,Sintra,Pacote TV HD,25.99,2022-12-22
1963,Cliente_1963,Lisboa,Cloud,283.14,2018-09-17
1841,Cliente_1841,Lisboa,Cloud,396.92,2020-01-27
7169,Cliente_7169,Vila Nova de Gaia,Telefone Fixo Ilimitado,29.66,2019-08-24
9899,Cliente_9899,Évora,Cloud,421.42,2020-12-24
3539,Cliente_3539,Porto,Net segura,277.78,2023-07-14
8027,Cliente_8027,Sintra,Pacote Mobile Empresarial,17.11,2021-04-24
4867,Cliente_4867,Coimbra,Pacote TV HD,39.84,2018-01-22
4175,Cliente_4175,Braga,"Pacote Integrado (TV, Internet, Telefone)",127.81,2023-10-25
8089,Cliente_8089,Sintra,Telefone Fixo Ilimitado,25.34,2018-04-12
4378,Cliente_4378,Braga,Internet 200 Mbps,61.98,2023-12-10
6212,Cliente_6212,Cascais,Internet 200 Mbps,51.43,2022-08-09
4767,Cliente_4767,Coimbra,Pacote Mobile Empresarial,26.56,2021-08-03
412,Cliente_412,Lisboa,Internet 200 Mbps,60.21,2019-04-13
614,Cliente_614,Lisboa,Net segura,230.11,2021-03-22
6127,Cliente_6127,Cascais,Telefone Fixo Ilimitado,25.69,2021-02-23
5211,Cliente_5211,Faro,Internet 100 Mbps,47.02,2018-05-19
1431,Cliente_1431,Lisboa,Net segura,261.13,2019-12-25
2426,Cliente_2426,Lisboa,Internet 100 Mbps,34.05,2020-08-26
8842,Cliente_8842,Sintra,Telefone Fixo Ilimitado,23.75,2021-07-22
3834,Cliente_3834,Braga,Telefone Fixo Ilimitado,24.58,2020-09-07
4719,Cliente_4719,Coimbra,Telefone Fixo Ilimitado,26.68,2023-11-01
7186,Cliente_7186,Vila Nova de Gaia,Internet 200 Mbps,61.17,2021-12-21
1418,Cliente_1418,Lisboa,Net segura,295.3,2023-10-24
7200,Cliente_7200,Vila Nova de Gaia,Pacote TV HD,32.71,2022-06-24
605,Cliente_605,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",144.68,2020-11-16
1273,Cliente_1273,Lisboa,Internet 100 Mbps,44.02,2018-10-25
3965,Cliente_3965,Braga,Internet 100 Mbps,30.17,2021-08-13
6368,Cliente_6368,Cascais,"Pacote Integrado (TV, Internet, Telefone)",118.9,2021-08-08
8747,Cliente_8747,Sintra,Internet 200 Mbps,53.06,2021-02-09
248,Cliente_248,Lisboa,Net segura,203.79,2022-12-17
9227,Cliente_9227,Funchal,Cloud,389.39,2019-05-14
1983,Cliente_1983,Lisboa,Pacote Mobile Empresarial,17.73,2019-12-20
2836,Cliente_2836,Porto,Internet 200 Mbps,63.68,2022-07-25
5376,Cliente_5376,Faro,Internet 200 Mbps,52.59,2020-01-11
200,Cliente_200,Lisboa,Pacote Mobile Empresarial,20.11,2021-02-05
486,Cliente_486,Lisboa,Internet 200 Mbps,56.9,2019-03-01
6084,Cliente_6084,Cascais,Pacote TV HD,29.48,2021-09-15
8957,Cliente_8957,Sintra,Internet 100 Mbps,45.76,2020-06-02
456,Cliente_456,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",127.48,2022-12-10
9799,Cliente_9799,Évora,"Pacote Integrado (TV, Internet, Telefone)",142.76,2020-09-10
8827,Cliente_8827,Sintra,Telefone Fixo Ilimitado,29.74,2021-11-04
6516,Cliente_6516,Vila Nova de Gaia,Pacote Mobile Empresarial,16.5,2020-05-31
1722,Cliente_1722,Lisboa,Internet 100 Mbps,45.98,2023-08-11
7051,Cliente_7051,Vila Nova de Gaia,Internet 200 Mbps,63.49,2020-08-30
6383,Cliente_6383,Cascais,Net segura,139.89,2021-03-31
8166,Cliente_8166,Sintra,Pacote Mobile Empresarial,22.76,2020-09-11
5768,Cliente_5768,Cascais,Internet 100 Mbps,41.88,2021-09-27
5810,Cliente_5810,Cascais,Pacote TV HD,39.94,2023-08-14
4627,Cliente_4627,Braga,Cloud,436.88,2023-11-17
863,Cliente_863,Lisboa,Pacote TV HD,31.44,2019-01-09
2095,Cliente_2095,Lisboa,Internet 200 Mbps,59.96,2018-04-20
948,Cliente_948,Lisboa,Internet 200 Mbps,51.81,2021-05-31
5642,Cliente_5642,Cascais,Net segura,215.76,2019-06-29
1445,Cliente_1445,Lisboa,Internet 200 Mbps,57.62,2021-03-19
1281,Cliente_1281,Lisboa,Internet 100 Mbps,41.07,2019-08-03
3111,Cliente_3111,Porto,Internet 100 Mbps,34.37,2020-02-08
8953,Cliente_8953,Sintra,Telefone Fixo Ilimitado,21.87,2018-05-14
7610,Cliente_7610,Sintra,Telefone Fixo Ilimitado,29.59,2022-11-04
5136,Cliente_5136,Coimbra,Net segura,250.47,2018-01-05
3017,Cliente_3017,Porto,Internet 100 Mbps,44.94,2019-04-26
2303,Cliente_2303,Lisboa,Cloud,493.85,2023-07-24
2005,Cliente_2005,Lisboa,Internet 100 Mbps,48.17,2022-01-18
4581,Cliente_4581,Braga,"Pacote Integrado (TV, Internet, Telefone)",117.29,2018-09-15
8705,Cliente_8705,Sintra,Pacote TV HD,39.03,2018-02-02
1006,Cliente_1006,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",148.77,2019-11-19
5139,Cliente_5139,Coimbra,Internet 200 Mbps,69.97,2019-04-24
4318,Cliente_4318,Braga,Net segura,156.33,2018-12-08
6559,Cliente_6559,Vila Nova de Gaia,Pacote Mobile Empresarial,26.33,2019-08-05
4388,Cliente_4388,Braga,Net segura,212.66,2018-03-21
2133,Cliente_2133,Lisboa,Internet 200 Mbps,61.84,2021-01-24
4266,Cliente_4266,Braga,Pacote TV HD,39.22,2022-01-28
2058,Cliente_2058,Lisboa,Internet 100 Mbps,39.38,2020-11-02
5387,Cliente_5387,Faro,Telefone Fixo Ilimitado,29.22,2018-02-05
230,Cliente_230,Lisboa,Pacote Mobile Empresarial,27.9,2022-10-23
2890,Cliente_2890,Porto,Telefone Fixo Ilimitado,23.95,2021-09-18
4473,Cliente_4473,Braga,Pacote Mobile Empresarial,15.37,2021-01-18
6065,Cliente_6065,Cascais,Net segura,284.67,2018-12-31
7925,Cliente_7925,Sintra,"Pacote Integrado (TV, Internet, Telefone)",106.82,2021-09-29
7650,Cliente_7650,Sintra,Cloud,290.04,2020-12-27
8382,Cliente_8382,Sintra,Telefone Fixo Ilimitado,29.05,2019-03-12
210,Cliente_210,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",129.2,2021-01-14
2759,Cliente_2759,Porto,Cloud,442.53,2020-07-04
8472,Cliente_8472,Sintra,Internet 100 Mbps,43.05,2018-11-10
2949,Cliente_2949,Porto,Pacote TV HD,29.38,2019-08-30
7117,Cliente_7117,Vila Nova de Gaia,Telefone Fixo Ilimitado,23.73,2021-06-25
6331,Cliente_6331,Cascais,Pacote TV HD,25.26,2022-01-04
1729,Cliente_1729,Lisboa,Internet 200 Mbps,56.67,2018-07-08
4177,Cliente_4177,Braga,Pacote TV HD,34.05,2021-10-13
338,Cliente_338,Lisboa,Net segura,188.94,2020-08-25
4985,Cliente_4985,Coimbra,Telefone Fixo Ilimitado,20.85,2019-08-29
6879,Cliente_6879,Vila Nova de Gaia,Pacote Mobile Empresarial,25.43,2020-05-02
7249,Cliente_7249,Vila Nova de Gaia,"Pacote Integrado (TV, Internet, Telefone)",89.47,2020-12-10
8453,Cliente_8453,Sintra,Internet 100 Mbps,34.97,2022-10-15
1227,Cliente_1227,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",136.98,2019-02-24
7609,Cliente_7609,Sintra,Internet 100 Mbps,33.69,2018-08-11
6828,Cliente_6828,Vila Nova de Gaia,Internet 200 Mbps,66.71,2018-02-02
3541,Cliente_3541,Porto,Pacote Mobile Empresarial,25.97,2019-04-23
5869,Cliente_5869,Cascais,Pacote Mobile Empresarial,22.31,2021-02-15
2112,Cliente_2112,Lisboa,Pacote Mobile Empresarial,19.81,2018-04-26
2692,Cliente_2692,Porto,Cloud,491.15,2022-03-09
7154,Cliente_7154,Vila Nova de Gaia,"Pacote Integrado (TV, Internet, Telefone)",108.16,2019-06-24
3708,Cliente_3708,Porto,Pacote TV HD,30.13,2023-08-26
1018,Cliente_1018,Lisboa,Cloud,248.27,2018-11-04
8512,Cliente_8512,Sintra,Net segura,276.56,2019-05-24
2808,Cliente_2808,Porto,Net segura,112.79,2019-05-24
5016,Cliente_5016,Coimbra,Pacote TV HD,38.19,2019-06-19
1929,Cliente_1929,Lisboa,Pacote Mobile Empresarial,17.05,2023-03-22
351,Cliente_351,Lisboa,Telefone Fixo Ilimitado,20.15,2020-09-01
5174,Cliente_5174,Coimbra,Telefone Fixo Ilimitado,28.65,2021-08-16
4193,Cliente_4193,Braga,Internet 100 Mbps,40.55,2018-06-20
1935,Cliente_1935,Lisboa,Net segura,267.4,2021-02-17
6902,Cliente_6902,Vila Nova de Gaia,Telefone Fixo Ilimitado,27.01,2022-10-10
4824,Cliente_4824,Coimbra,Net segura,298.22,2021-12-10
565,Cliente_565,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",83.41,2021-02-26
1583,Cliente_1583,Lisboa,Cloud,432.15,2019-06-19
4695,Cliente_4695,Coimbra,Pacote Mobile Empresarial,15.9,2023-09-18
2176,Cliente_2176,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",143.22,2019-05-15
7029,Cliente_7029,Vila Nova de Gaia,Net segura,201.62,2023-09-08
4881,Cliente_4881,Coimbra,Pacote TV HD,29.15,2019-04-07
2229,Cliente_2229,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",144.84,2021-03-04
1116,Cliente_1116,Lisboa,Telefone Fixo Ilimitado,23.16,2020-01-09
3127,Cliente_3127,Porto,Net segura,200.67,2018-05-14
3545,Cliente_3545,Porto,Internet 200 Mbps,64.14,2021-07-13
5049,Cliente_5049,Coimbra,Cloud,433.67,2023-11-19
7477,Cliente_7477,Sintra,Cloud,454.2,2019-02-07
822,Cliente_822,Lisboa,Cloud,413.04,2022-12-24
6533,Cliente_6533,Vila Nova de Gaia,Internet 100 Mbps,48.69,2019-09-13
2273,Cliente_2273,Lisboa,Pacote Mobile Empresarial,27.62,2023-11-13
5546,Cliente_5546,Cascais,Pacote Mobile Empresarial,28.95,2022-04-11
82,Cliente_82,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",145.43,2020-04-16
1324,Cliente_1324,Lisboa,Cloud,305.87,2021-11-14
9406,Cliente_9406,Funchal,Internet 100 Mbps,41.01,2019-07-19
1615,Cliente_1615,Lisboa,Telefone Fixo Ilimitado,20.18,2021-12-12
832,Cliente_832,Lisboa,Net segura,152.56,2018-12-23
3884,Cliente_3884,Braga,Pacote TV HD,28.43,2023-02-12
8642,Cliente_8642,Sintra,Internet 100 Mbps,36.62,2023-09-28
4465,Cliente_4465,Braga,Internet 200 Mbps,64.5,2023-02-08
5340,Cliente_5340,Faro,Net segura,222.24,2019-04-23
8067,Cliente_8067,Sintra,Pacote Mobile Empresarial,27.87,2019-11-13
1650,Cliente_1650,Lisboa,Internet 100 Mbps,33.8,2022-12-06
4066,Cliente_4066,Braga,Internet 200 Mbps,60.41,2023-11-18
9666,Cliente_9666,Funchal,"Pacote Integrado (TV, Internet, Telefone)",136.05,2018-10-18
3039,Cliente_3039,Porto,Internet 200 Mbps,51.56,2021-10-06
3321,Cliente_3321,Porto,Net segura,105.53,2018-04-19
7144,Cliente_7144,Vila Nova de Gaia,Telefone Fixo Ilimitado,20.33,2022-11-16
6890,Cliente_6890,Vila Nova de Gaia,Net segura,180.3,2018-11-05
5093,Cliente_5093,Coimbra,Pacote TV HD,34.68,2019-05-24
3721,Cliente_3721,Porto,Cloud,419.29,2023-04-24
2424,Cliente_2424,Lisboa,Telefone Fixo Ilimitado,24.13,2021-08-20
750,Cliente_750,Lisboa,Net segura,171.98,2021-01-09
5272,Cliente_5272,Faro,Internet 100 Mbps,45.53,2019-12-28
2374,Cliente_2374,Lisboa,Pacote TV HD,37.34,2022-01-19
4694,Cliente_4694,Coimbra,Internet 100 Mbps,49.84,2019-08-21
9880,Cliente_9880,Évora,Cloud,259.37,2020-01-18
8371,Cliente_8371,Sintra,Pacote TV HD,32.14,2019-11-01
7320,Cliente_7320,Vila Nova de Gaia,Internet 200 Mbps,56.57,2021-01-05
4369,Cliente_4369,Braga,Pacote TV HD,27.85,2023-08-07
6786,Cliente_6786,Vila Nova de Gaia,Internet 100 Mbps,45.53,2022-12-17
7402,Cliente_7402,Sintra,"Pacote Integrado (TV, Internet, Telefone)",137.44,2018-06-21
1140,Cliente_1140,Lisboa,Internet 100 Mbps,43.79,2022-09-04
7632,Cliente_7632,Sintra,"Pacote Integrado (TV, Internet, Telefone)",138.27,2022-08-14
2232,Cliente_2232,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",131.58,2023-07-06
2165,Cliente_2165,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",138.26,2022-05-17
5218,Cliente_5218,Faro,Net segura,118.33,2020-01-04
9445,Cliente_9445,Funchal,Telefone Fixo Ilimitado,21.33,2018-07-16
9238,Cliente_9238,Funchal,Internet 200 Mbps,52.22,2019-03-01
4562,Cliente_4562,Braga,Net segura,202.68,2018-10-25
1571,Cliente_1571,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",141.59,2022-11-14
173,Cliente_173,Lisboa,Pacote Mobile Empresarial,26.28,2022-09-23
7164,Cliente_7164,Vila Nova de Gaia,Pacote TV HD,32.23,2021-07-17
2088,Cliente_2088,Lisboa,Internet 200 Mbps,54.66,2022-10-06
4668,Cliente_4668,Braga,Internet 200 Mbps,69.66,2019-07-11
4566,Cliente_4566,Braga,Internet 100 Mbps,47.41,2022-06-05
7090,Cliente_7090,Vila Nova de Gaia,Pacote Mobile Empresarial,19.04,2021-08-28
6570,Cliente_6570,Vila Nova de Gaia,Telefone Fixo Ilimitado,21.06,2019-03-29
4784,Cliente_4784,Coimbra,"Pacote Integrado (TV, Internet, Telefone)",80.19,2023-06-01
2685,Cliente_2685,Porto,Telefone Fixo Ilimitado,25.53,2019-12-21
1833,Cliente_1833,Lisboa,"Pacote Integrado (TV, Internet, Telefone)",118.33,2018-02-04
8547,Cliente_8547,Sintra,Cloud,450.06,2018-11-26
5066,Cliente_5066,Coimbra,Pacote TV HD,34.1,2023-09-03
9131,Cliente_9131,Sintra,Internet 100 Mbps,39.16,2018-10-27
9356,Cliente_9356,Funchal,Telefone Fixo Ilimitado,28.86,2022-07-06
4413,Cliente_4413,Braga,Internet 100 Mbps,42.58,2021-08-19
7208,Cliente_7208,Vila Nova de Gaia,Pacote TV HD,34.07,2023-04-03
9891,Cliente_9891,Évora,Cloud,434.52,2020-05-29
835,Cliente_835,Lisboa,Cloud,249.79,2019-07-25
6822,Cliente_6822,Vila Nova de Gaia,Net segura,266.03,2023-07-01
3782,Cliente_3782,Porto,"Pacote Integrado (TV, Internet, Telefone)",82.68,2019-02-19
9013,Cliente_9013,Sintra,Pacote TV HD,27.02,2023-06-12
7500,Cliente_7500,Sintra,Pacote TV HD,26.57,2018-11-09
3425,Cliente_3425,Porto,Internet 200 Mbps,55.0,2020-04-23
66,Cliente_66,Lisboa,Net segura,261.6,2019-02-06
2964,Cliente_2964,Porto,"Pacote Integrado (TV, Internet, Telefone)",90.38,2023-05-17
5670,Cliente_5670,Cascais,Net segura,267.06,2022-07-14
8963,Cliente_8963,Sintra,Pacote TV HD,30.12,2022-05-24
355,Cliente_355,Lisboa,Net segura,255.6,2023-10-04
8172,Cliente_8172,Sintra,Pacote Mobile Empresarial,18.66,2022-10-30
4031,Cliente_4031,Braga,Pacote Mobile Empresarial,23.19,2019-04-28
8535,Cliente_8535,Sintra,"Pacote Integrado (TV, Internet, Telefone)",107.89,2023-09-05
3652,Cliente_3652,Porto,Pacote Mobile Empresarial,22.51,2019-04-26
6740,Cliente_6740,Vila Nova de Gaia,Cloud,365.45,2023-02-11
3298,Cliente_3298,Porto,Pacote Mobile Empresarial,22.3,2018-09-22
4128,Cliente_4128,Braga,Cloud,388.18,2022-05-05
8044,Cliente_8044,Sintra,Net segura,104.25,2021-03-11
4768,Cliente_4768,Coimbra,Pacote TV HD,35.78,2022-11-19
473,Cliente_473,Lisboa,Telefone Fixo Ilimitado,25.49,2023-12-02
3762,Cliente_3762,Porto,Cloud,277.59,2019-04-20
8618,Cliente_8618,Sintra,Internet 200 Mbps,52.83,2020-12-29
3567,Cliente_3567,Porto,Internet 100 Mbps,35.82,2023-09-10
2761,Cliente_2761,Porto,Internet 200 Mbps,51.78,2020-02-10
869,Cliente_869,Lisboa,Cloud,226.8,2019-02-24
9383,Cliente_9383,Funchal,Net segura,294.03,2020-03-12
8689,Cliente_8689,Sintra,"Pacote Integrado (TV, Internet, Telefone)",138.17,2023-04-30
4053,Cliente_4053,Braga,Cloud,468.12,2023-04-01
6131,Cliente_6131,Cascais,Internet 200 Mbps,59.32,2020-02-11
3245,Cliente_3245,Porto,Pacote Mobile Empresarial,29.27,2019-02-23
4843,Cliente_4843,Coimbra,Pacote Mobile Empresarial,27.24,2019-09-19
9331,Cliente_9331,Funchal,Internet 200 Mbps,52.79,2018-12-26
5641,Cliente_5641,Cascais,Pacote Mobile Empresarial,29.9,2021-07-12
5781,Cliente_5781,Cascais,Net segura,280.22,2022-01-03
8541,Cliente_8541,Sintra,Cloud,328.95,2018-05-11
1076,Cliente_1076,Lisboa,Cloud,390.62,2019-05-23
2958,Cliente_2958,Porto,Telefone Fixo Ilimitado,22.56,2018-03-06
6753,Cliente_6753,Vila Nova de Gaia,Pacote Mobile Empresarial,22.55,2020-06-21
8658,Cliente_8658,Sintra,"Pacote Integrado (TV, Internet, Telefone)",109.79,2020-08-31
7273,Cliente_7273,Vila Nova de Gaia,Telefone Fixo Ilimitado,27.58,2022-07-22
4760,Cliente_4760,Coimbra,Pacote Mobile Empresarial,24.8,2022-07-01
4863,Cliente_4863,Coimbra,Internet 200 Mbps,56.68,2020-01-29
7026,Cliente_7026,Vila Nova de Gaia,Telefone Fixo Ilimitado,27.35,2022-09-19
7648,Cliente_7648,Sintra,Telefone Fixo Ilimitado,23.7,2020-10-05
7162,Cliente_7162,Vila Nova de Gaia,Net segura,151.53,2019-11-01
74,Cliente_74,Lisboa,Telefone Fixo Ilimitado,21.9,2020-06-10
4902,Cliente_4902,Coimbra,Telefone Fixo Ilimitado,24.8,2022-11-30
4376,Cliente_4376,Braga,Pacote Mobile Empresarial,24.47,2021-10-18
6699,Cliente_6699,Vila Nova de Gaia,Pacote TV HD,37.95,2019-05-01
9806,Cliente_9806,Évora,Net segura,278.84,2023-12-10
1102,Cliente_1102,Lisboa,Pacote Mobile Empresarial,27.68,2020-01-12
9538,Cliente_9538,Funchal,"Pacote Integrado (TV, Internet, Telefone)",119.45,2023-04-10
7656,Cliente_7656,Sintra,"Pacote Integrado (TV, Internet, Telefone)",94.59,2022-07-29
5236,Cliente_5236,Faro,"Pacote Integrado (TV, Internet, Telefone)",139.67,2021-01-04
5166,Cliente_5166,Coimbra,Net segura,102.13,2019-11-04
119,Cliente_119,Lisboa,Internet 100 Mbps,32.31,2020-12-05
2023,Cliente_2023,Lisboa,Telefone Fixo Ilimitado,22.63,2023-04-20
9886,Cliente_9886,Évora,Net segura,137.3,2023-11-19
2639,Cliente_2639,Lisboa,Pacote TV HD,39.38,2019-01-31
2035,Cliente_2035,Lisboa,Internet 100 Mbps,35.8,2023-12-10
2565,Cliente_2565,Lisboa,Pacote Mobile Empresarial,26.18,2021-01-29
8666,Cliente_8666,Sintra,Pacote TV HD,29.94,2020-11-16
3544,Cliente_3544,Porto,"Pacote Integrado (TV, Internet, Telefone)",99.33,2023-10-02
1220,Cliente_1220,Lisboa,Pacote Mobile Empresarial,28.16,2022-09-27
9715,Cliente_9715,Funchal,Telefone Fixo Ilimitado,22.84,2023-02-14
6712,Cliente_6712,Vila Nova de Gaia,Cloud,465.23,2019-09-30
2904,Cliente_2904,Porto,Pacote Mobile Empresarial,29.91,2020-10-10
3027,Cliente_3027,Porto,Pacote Mobile Empresarial,16.67,2018-09-03
2511,Cliente_2511,Lisboa,Internet 100 Mbps,38.44,2020-03-11
4202,Cliente_4202,Braga,Pacote TV HD,32.43,2018-03-05
3208,Cliente_3208,Porto,Net segura,156.87,2022-07-08
4490,Cliente_4490,Braga,"Pacote Integrado (TV, Internet, Telefone)",117.81,2019-10-16
2756,Cliente_2756,Porto,Internet 200 Mbps,65.91,2021-09-25
8890,Cliente_8890,Sintra,Net segura,173.37,2021-02-05
