venda_id;cliente_id;produto;preco;data
4241;1433;Pacote Integrado (TV, Internet, Telefone);129.68;2022-10-30
4242;1433;Internet 100 Mbps;44.76;2023-06-25
4243;1434;Pacote Mobile Empresarial;27.8;2024-07-05
4244;1434;Cloud;283.74;2022-07-16
4245;1434;Internet 100 Mbps;41.38;2024-02-03
4246;1434;Internet 200 Mbps;50.98;2022-07-27
4247;1434;Pacote Integrado (TV, Internet, Telefone);125.0;2024-11-17
4248;1435;Internet 100 Mbps;44.28;2023-06-11
4249;1436;Cloud;338.08;2022-01-30
4250;1436;Internet 100 Mbps;42.16;2022-12-09
4251;1436;Pacote TV HD;36.86;2023-10-11
4252;1437;Pacote TV HD;38.46;2022-03-03
4253;1438;Pacote Mobile Empresarial;16.23;2022-07-30
4254;1438;Cloud;491.84;2023-08-27
4255;1438;Telefone Fixo Ilimitado;28.31;2023-10-19
4256;1439;Cloud;427.48;2023-04-27
4257;1439;Internet 200 Mbps;62.55;2022-11-27
4258;1440;Pacote Mobile Empresarial;21.47;2023-10-03
4259;1440;Pacote Integrado (TV, Internet, Telefone);86.94;2022-06-23
4260;1440;Net segura;157.15;2023-10-24
4261;1440;Pacote Mobile Empresarial;20.13;2024-10-29
4262;1441;Internet 200 Mbps;64.52;2022-11-05
4263;1441;Pacote Mobile Empresarial;16.18;2022-12-01
4264;1441;Pacote TV HD;32.44;2023-01-19
4265;1441;Pacote TV HD;34.94;2022-03-15
4266;1442;Pacote TV HD;38.43;2022-09-29
4267;1442;Internet 100 Mbps;48.81;2024-07-25
4268;1443;Net segura;189.38;2023-12-01
4269;1443;Internet 200 Mbps;58.5;2022-09-17
4270;1443;Pacote Integrado (TV, Internet, Telefone);144.85;2023-01-10
4271;1444;Net segura;236.32;2024-08-10
4272;1444;Net segura;157.92;2022-03-13
4273;1444;Internet 100 Mbps;41.03;2022-08-30
4274;1445;Internet 100 Mbps;33.6;2024-10-30
4275;1445;Pacote Mobile Empresarial;22.47;2024-03-17
4276;1445;Net segura;248.91;2023-06-28
4277;1446;Pacote Integrado (TV, Internet, Telefone);115.28;2024-07-16
4278;1446;Internet 200 Mbps;57.72;2024-09-27
4279;1446;Internet 200 Mbps;54.28;2024-02-23
4280;1446;Internet 200 Mbps;55.88;2025-01-25
4281;1447;Internet 100 Mbps;34.47;2022-05-05
4282;1448;Pacote Mobile Empresarial;17.35;2023-03-18
4283;1448;Cloud;289.17;2023-04-17
4284;1448;Pacote Integrado (TV, Internet, Telefone);121.29;2023-02-05
4285;1448;Cloud;267.01;2024-07-04
4286;1448;Telefone Fixo Ilimitado;21.47;2024-09-27
4287;1449;Telefone Fixo Ilimitado;28.43;2023-11-24
4288;1449;Internet 200 Mbps;64.1;2024-02-21
4289;1449;Cloud;255.97;2023-01-29
4290;1449;Pacote Mobile Empresarial;17.42;2024-06-16
4291;1450;Internet 100 Mbps;31.89;2022-02-17
4292;1450;Cloud;341.38;2023-04-29
4293;1450;Internet 100 Mbps;44.28;2023-08-13
4294;1450;Pacote Mobile Empresarial;23.42;2024-05-28
4295;1451;Net segura;210.8;2022-04-24
4296;1452;Telefone Fixo Ilimitado;27.78;2022-02-05
4297;1452;Pacote TV HD;34.73;2023-06-26
4298;1452;Pacote Mobile Empresarial;24.76;2023-05-04
4299;1453;Net segura;237.9;2022-02-15
4300;1453;Telefone Fixo Ilimitado;29.38;2023-06-23
4301;1453;Pacote TV HD;26.27;2024-06-23
4302;1453;Pacote Mobile Empresarial;29.08;2024-10-02
4303;1453;Cloud;499.05;2023-01-03
4304;1454;Pacote Mobile Empresarial;28.19;2024-08-16
4305;1454;Pacote TV HD;26.49;2022-12-19
4306;1454;Pacote TV HD;29.07;2022-10-29
4307;1454;Pacote Integrado (TV, Internet, Telefone);130.91;2024-02-15
4308;1455;Telefone Fixo Ilimitado;26.21;2024-04-21
4309;1455;Internet 200 Mbps;55.68;2023-08-27
4310;1455;Pacote TV HD;32.06;2024-05-24
4311;1456;Internet 100 Mbps;46.87;2022-11-02
4312;1456;Net segura;288.61;2022-04-03
4313;1456;Pacote TV HD;25.06;2023-01-30
4314;1456;Telefone Fixo Ilimitado;24.01;2022-09-19
4315;1457;Internet 100 Mbps;32.51;2024-02-18
4316;1457;Telefone Fixo Ilimitado;21.71;2024-03-11
4317;1457;Pacote Mobile Empresarial;23.09;2023-11-19
4318;1457;Pacote TV HD;32.89;2024-12-11
4319;1457;Internet 200 Mbps;58.0;2022-09-01
4320;1458;Pacote TV HD;31.41;2025-01-25
4321;1458;Net segura;164.96;2023-10-26
4322;1458;Net segura;198.73;2023-12-01
4323;1458;Pacote Mobile Empresarial;29.08;2023-04-07
4324;1459;Internet 100 Mbps;31.64;2022-10-27
4325;1460;Pacote Integrado (TV, Internet, Telefone);94.31;2024-06-24
4326;1460;Pacote Integrado (TV, Internet, Telefone);80.96;2023-05-26
4327;1461;Cloud;324.13;2022-02-28
4328;1462;Net segura;255.22;2024-02-20
4329;1462;Pacote TV HD;26.36;2024-06-19
4330;1463;Net segura;129.21;2022-04-03
4331;1463;Pacote TV HD;34.49;2023-04-07
4332;1464;Pacote Mobile Empresarial;16.97;2024-02-04
4333;1464;Net segura;162.64;2022-04-01
4334;1464;Internet 200 Mbps;58.89;2024-10-01
4335;1465;Pacote Mobile Empresarial;23.34;2025-01-30
4336;1466;Pacote Mobile Empresarial;20.71;2024-10-17
4337;1466;Cloud;353.93;2024-04-08
4338;1466;Internet 100 Mbps;42.16;2022-06-11
4339;1467;Pacote TV HD;25.31;2024-07-31
4340;1468;Telefone Fixo Ilimitado;22.42;2022-08-29
4341;1468;Pacote TV HD;26.11;2022-03-28
4342;1468;Pacote Mobile Empresarial;26.66;2023-11-17
4343;1468;Net segura;134.39;2023-06-27
4344;1469;Net segura;216.37;2025-02-01
4345;1470;Pacote Integrado (TV, Internet, Telefone);149.1;2022-03-01
4346;1470;Pacote TV HD;26.7;2023-01-18
4347;1470;Cloud;345.34;2023-03-27
4348;1471;Telefone Fixo Ilimitado;26.04;2022-04-12
4349;1472;Pacote TV HD;28.56;2023-03-14
4350;1472;Pacote Integrado (TV, Internet, Telefone);86.75;2023-05-25
4351;1473;Pacote Integrado (TV, Internet, Telefone);108.59;2022-07-25
4352;1473;Internet 200 Mbps;51.62;2022-04-09
4353;1473;Internet 100 Mbps;37.82;2022-01-05
4354;1473;Pacote Mobile Empresarial;25.62;2024-04-09
4355;1473;Internet 200 Mbps;57.31;2024-07-26
4356;1474;Net segura;257.29;2022-02-25
4357;1474;Telefone Fixo Ilimitado;28.74;2024-03-16
4358;1474;Cloud;483.86;2024-06-19
4359;1474;Cloud;455.93;2024-02-14
4360;1474;Internet 100 Mbps;47.89;2023-07-06
4361;1475;Cloud;251.73;2024-11-23
4362;1475;Pacote TV HD;33.19;2022-09-22
4363;1475;Internet 200 Mbps;59.12;2022-01-14
4364;1475;Pacote Integrado (TV, Internet, Telefone);129.94;2022-03-09
4365;1476;Pacote Mobile Empresarial;15.88;2022-06-13
4366;1476;Telefone Fixo Ilimitado;29.5;2023-10-17
4367;1476;Telefone Fixo Ilimitado;20.05;2022-08-14
4368;1477;Pacote Mobile Empresarial;25.99;2022-01-22
4369;1477;Internet 200 Mbps;60.48;2024-05-07
4370;1477;Telefone Fixo Ilimitado;27.46;2023-05-27
4371;1478;Pacote Mobile Empresarial;25.6;2024-03-28
4372;1478;Internet 200 Mbps;61.54;2023-11-22
4373;1478;Pacote TV HD;29.46;2023-11-23
4374;1479;Pacote Mobile Empresarial;16.14;2023-09-23
4375;1479;Net segura;239.42;2023-04-25
4376;1479;Internet 200 Mbps;59.54;2024-07-01
4377;1479;Internet 200 Mbps;65.55;2024-01-13
4378;1479;Telefone Fixo Ilimitado;23.7;2023-08-12
4379;1480;Cloud;492.4;2023-06-01
4380;1480;Net segura;154.13;2025-02-03
4381;1480;Internet 200 Mbps;68.25;2022-02-03
4382;1480;Internet 100 Mbps;43.51;2023-10-02
4383;1480;Telefone Fixo Ilimitado;27.76;2022-10-13
4384;1481;Telefone Fixo Ilimitado;27.85;2023-05-30
4385;1481;Pacote Mobile Empresarial;16.63;2022-09-04
4386;1481;Pacote Integrado (TV, Internet, Telefone);147.64;2023-07-25
4387;1481;Net segura;224.34;2023-08-24
4388;1481;Internet 100 Mbps;45.05;2024-10-16
4389;1482;Cloud;396.34;2024-08-10
4390;1482;Internet 100 Mbps;46.89;2022-09-12
4391;1482;Internet 100 Mbps;49.23;2024-02-28
4392;1483;Pacote TV HD;34.33;2023-05-23
4393;1484;Internet 200 Mbps;68.13;2024-06-29
4394;1484;Pacote Mobile Empresarial;15.06;2024-03-20
4395;1485;Net segura;234.44;2023-09-28
4396;1485;Pacote Mobile Empresarial;20.99;2023-08-01
4397;1485;Pacote Integrado (TV, Internet, Telefone);81.1;2022-08-25
4398;1485;Internet 100 Mbps;39.36;2023-08-09
4399;1486;Net segura;187.4;2023-04-02
4400;1486;Net segura;233.46;2023-01-16
4401;1487;Pacote Mobile Empresarial;20.22;2022-02-23
4402;1488;Net segura;137.97;2025-02-05
4403;1488;Internet 100 Mbps;46.48;2022-07-07
4404;1489;Internet 100 Mbps;40.04;2024-02-08
4405;1489;Telefone Fixo Ilimitado;27.79;2024-10-07
4406;1490;Telefone Fixo Ilimitado;26.64;2023-02-18
4407;1490;Internet 100 Mbps;39.08;2023-05-29
4408;1491;Pacote TV HD;25.77;2023-05-18
4409;1492;Pacote TV HD;32.17;2023-09-30
4410;1492;Pacote Mobile Empresarial;27.73;2022-09-14
4411;1492;Pacote Integrado (TV, Internet, Telefone);94.78;2023-12-25
4412;1492;Cloud;464.07;2023-07-03
4413;1493;Internet 100 Mbps;37.84;2024-10-26
4414;1493;Net segura;264.02;2025-01-21
4415;1493;Net segura;166.34;2022-05-14
4416;1493;Telefone Fixo Ilimitado;25.55;2022-05-26
4417;1493;Cloud;384.12;2024-09-23
4418;1494;Internet 100 Mbps;42.58;2024-07-15
4419;1494;Cloud;399.59;2023-10-12
4420;1494;Pacote Mobile Empresarial;18.82;2024-04-10
4421;1495;Pacote Mobile Empresarial;28.53;2024-03-27
4422;1495;Net segura;149.24;2024-08-22
4423;1496;Pacote Mobile Empresarial;29.09;2022-03-16
4424;1496;Pacote Integrado (TV, Internet, Telefone);93.68;2023-06-16
4425;1496;Cloud;469.82;2023-05-25
4426;1496;Pacote Integrado (TV, Internet, Telefone);128.76;2023-02-22
4427;1497;Internet 100 Mbps;33.39;2024-08-05
4428;1497;Internet 200 Mbps;65.71;2024-04-30
4429;1498;Pacote Integrado (TV, Internet, Telefone);142.82;2022-03-06
4430;1499;Telefone Fixo Ilimitado;25.9;2023-06-10
4431;1499;Cloud;357.9;2022-10-20
4432;1500;Pacote TV HD;39.97;2022-09-19
4433;1500;Internet 100 Mbps;49.28;2024-07-18
4434;1500;Cloud;331.17;2023-07-22
4435;1500;Telefone Fixo Ilimitado;26.66;2022-10-17
4436;1500;Net segura;264.27;2024-03-15
4437;1501;Net segura;280.29;2024-11-17
4438;1501;Pacote Mobile Empresarial;16.87;2022-08-15
4439;1501;Pacote TV HD;32.28;2022-10-31
4440;1501;Pacote TV HD;36.8;2022-12-23
4441;1501;Cloud;473.29;2024-05-08
4442;1502;Cloud;490.65;2022-09-16
4443;1503;Internet 200 Mbps;50.16;2023-06-10
4444;1503;Pacote Integrado (TV, Internet, Telefone);106.15;2024-06-04
4445;1503;Internet 200 Mbps;63.62;2023-06-26
4446;1503;Net segura;174.97;2022-11-29
4447;1504;Pacote TV HD;25.06;2022-06-01
4448;1504;Pacote TV HD;29.4;2024-12-29
4449;1504;Telefone Fixo Ilimitado;29.91;2024-01-14
4450;1504;Pacote Mobile Empresarial;26.65;2024-10-21
4451;1504;Internet 200 Mbps;63.92;2022-09-25
4452;1505;Net segura;135.63;2023-07-14
4453;1506;Cloud;275.06;2025-01-29
4454;1506;Pacote Integrado (TV, Internet, Telefone);95.91;2024-04-22
4455;1506;Internet 200 Mbps;59.2;2024-04-19
4456;1506;Pacote Mobile Empresarial;15.9;2022-12-28
4457;1506;Telefone Fixo Ilimitado;25.12;2022-10-16
4458;1507;Cloud;416.21;2023-06-09
4459;1508;Net segura;209.31;2022-05-05
4460;1508;Net segura;259.38;2023-05-05
4461;1508;Net segura;259.88;2022-07-30
4462;1509;Telefone Fixo Ilimitado;29.29;2022-05-13
4463;1509;Telefone Fixo Ilimitado;25.23;2022-11-24
4464;1509;Net segura;229.48;2023-02-06
4465;1509;Pacote TV HD;37.54;2024-04-12
4466;1510;Internet 100 Mbps;43.56;2022-09-18
4467;1510;Pacote TV HD;30.85;2022-11-03
4468;1510;Telefone Fixo Ilimitado;24.76;2022-07-12
4469;1510;Net segura;234.52;2022-02-03
4470;1511;Telefone Fixo Ilimitado;20.11;2023-01-18
4471;1511;Internet 100 Mbps;33.54;2024-07-08
4472;1511;Net segura;261.96;2024-03-19
4473;1512;Internet 200 Mbps;52.56;2022-02-15
4474;1513;Telefone Fixo Ilimitado;23.8;2024-07-02
4475;1513;Cloud;247.45;2022-01-22
4476;1513;Cloud;287.26;2024-11-23
4477;1514;Pacote Mobile Empresarial;26.63;2022-02-24
4478;1514;Internet 100 Mbps;43.85;2024-06-26
4479;1514;Telefone Fixo Ilimitado;24.46;2023-07-07
4480;1514;Cloud;272.23;2024-07-19
4481;1514;Telefone Fixo Ilimitado;25.12;2022-06-01
4482;1515;Internet 200 Mbps;60.38;2023-02-12
4483;1516;Pacote TV HD;39.42;2023-08-08
4484;1516;Internet 200 Mbps;59.56;2024-12-13
4485;1516;Pacote Integrado (TV, Internet, Telefone);115.41;2025-01-30
4486;1516;Pacote Mobile Empresarial;29.19;2024-03-08
4487;1516;Internet 100 Mbps;47.33;2024-06-29
4488;1517;Pacote Integrado (TV, Internet, Telefone);82.95;2022-11-02
4489;1518;Telefone Fixo Ilimitado;28.99;2023-05-02
4490;1518;Pacote TV HD;25.0;2022-06-13
4491;1519;Net segura;277.22;2023-09-27
4492;1519;Pacote Integrado (TV, Internet, Telefone);127.26;2023-04-01
4493;1520;Pacote Mobile Empresarial;15.03;2023-07-13
4494;1520;Pacote Integrado (TV, Internet, Telefone);125.23;2022-05-15
4495;1521;Cloud;290.8;2024-01-27
4496;1521;Internet 100 Mbps;49.04;2023-01-06
4497;1521;Pacote Mobile Empresarial;21.14;2023-06-06
4498;1521;Internet 100 Mbps;40.16;2024-02-14
4499;1521;Pacote Integrado (TV, Internet, Telefone);124.93;2022-01-08
4500;1522;Internet 100 Mbps;34.04;2024-10-04
4501;1522;Net segura;163.22;2022-10-31
4502;1522;Cloud;284.27;2023-09-28
4503;1522;Pacote Integrado (TV, Internet, Telefone);124.4;2022-08-21
4504;1522;Internet 100 Mbps;40.3;2024-02-10
4505;1523;Telefone Fixo Ilimitado;26.84;2024-06-13
4506;1523;Internet 200 Mbps;66.96;2024-07-05
4507;1523;Telefone Fixo Ilimitado;22.82;2022-09-22
4508;1523;Pacote TV HD;31.27;2025-01-13
4509;1523;Telefone Fixo Ilimitado;26.93;2022-09-24
4510;1524;Internet 200 Mbps;62.33;2022-12-01
4511;1524;Internet 200 Mbps;67.58;2022-10-19
4512;1524;Pacote Integrado (TV, Internet, Telefone);85.89;2022-02-26
4513;1525;Internet 100 Mbps;31.72;2023-09-14
4514;1525;Internet 200 Mbps;50.7;2024-11-03
4515;1525;Pacote TV HD;33.25;2022-11-17
4516;1526;Internet 100 Mbps;32.66;2022-11-04
4517;1526;Internet 200 Mbps;63.63;2024-05-20
4518;1527;Net segura;122.48;2023-09-16
4519;1528;Telefone Fixo Ilimitado;29.33;2023-02-15
4520;1528;Pacote TV HD;33.99;2024-03-23
4521;1528;Pacote TV HD;30.96;2024-12-24
4522;1528;Internet 100 Mbps;34.97;2024-06-26
4523;1529;Cloud;244.03;2022-02-08
4524;1529;Pacote TV HD;34.35;2023-01-20
4525;1529;Pacote Mobile Empresarial;15.88;2024-05-13
4526;1530;Internet 100 Mbps;38.49;2023-11-08
4527;1530;Net segura;284.63;2023-08-05
4528;1530;Telefone Fixo Ilimitado;27.17;2023-08-22
4529;1530;Pacote Mobile Empresarial;17.04;2023-12-09
4530;1530;Net segura;261.16;2024-02-03
4531;1531;Telefone Fixo Ilimitado;27.71;2023-04-04
4532;1532;Telefone Fixo Ilimitado;28.16;2023-11-25
4533;1532;Cloud;463.82;2024-04-22
4534;1532;Cloud;239.1;2023-11-01
4535;1532;Internet 100 Mbps;37.95;2024-05-10
4536;1533;Telefone Fixo Ilimitado;23.91;2022-10-01
4537;1533;Net segura;296.27;2023-11-18
4538;1533;Pacote TV HD;38.3;2022-04-27
4539;1533;Pacote Integrado (TV, Internet, Telefone);107.9;2024-06-23
4540;1534;Pacote Mobile Empresarial;20.99;2023-03-15
4541;1534;Internet 200 Mbps;63.02;2023-02-12
4542;1534;Cloud;490.73;2023-10-08
4543;1534;Telefone Fixo Ilimitado;24.36;2024-07-19
4544;1534;Internet 100 Mbps;43.63;2022-04-02
4545;1535;Net segura;105.31;2023-08-20
4546;1536;Cloud;467.63;2025-01-03
4547;1536;Internet 100 Mbps;30.72;2024-05-15
4548;1537;Pacote Mobile Empresarial;28.16;2024-09-19
4549;1537;Net segura;196.69;2023-09-27
4550;1538;Pacote Mobile Empresarial;21.6;2024-06-14
4551;1538;Telefone Fixo Ilimitado;27.16;2024-08-24
4552;1538;Pacote TV HD;29.37;2023-04-25
4553;1538;Pacote Mobile Empresarial;22.44;2022-12-09
4554;1538;Cloud;278.03;2024-11-15
4555;1539;Internet 100 Mbps;43.21;2024-08-07
4556;1539;Cloud;237.1;2023-08-18
4557;1539;Telefone Fixo Ilimitado;20.56;2022-09-09
4558;1539;Cloud;295.87;2022-05-08
4559;1539;Net segura;248.23;2022-03-13
4560;1540;Pacote TV HD;27.52;2024-05-05
4561;1540;Internet 100 Mbps;31.13;2023-07-02
4562;1541;Pacote Integrado (TV, Internet, Telefone);95.72;2022-01-02
4563;1541;Internet 200 Mbps;56.32;2024-08-11
4564;1541;Telefone Fixo Ilimitado;27.93;2023-08-08
4565;1541;Cloud;350.85;2023-02-02
4566;1542;Telefone Fixo Ilimitado;22.42;2025-01-01
4567;1543;Internet 200 Mbps;58.8;2024-03-26
4568;1544;Internet 100 Mbps;40.78;2025-02-08
4569;1545;Pacote Mobile Empresarial;23.64;2024-08-16
4570;1545;Net segura;245.03;2022-11-29
4571;1546;Pacote Mobile Empresarial;21.96;2024-12-01
4572;1546;Net segura;206.4;2022-12-12
4573;1547;Cloud;211.92;2024-08-29
4574;1547;Cloud;337.22;2023-09-12
4575;1547;Net segura;235.6;2022-05-21
4576;1547;Internet 200 Mbps;66.45;2024-08-01
4577;1547;Pacote Integrado (TV, Internet, Telefone);125.67;2023-03-23
4578;1548;Telefone Fixo Ilimitado;21.32;2023-08-18
4579;1548;Internet 200 Mbps;56.89;2023-09-10
4580;1549;Pacote Mobile Empresarial;16.67;2024-04-07
4581;1549;Pacote TV HD;34.92;2023-08-19
4582;1549;Net segura;132.03;2025-01-21
4583;1549;Pacote TV HD;39.74;2022-07-07
4584;1549;Internet 100 Mbps;31.08;2022-10-19
4585;1550;Cloud;481.95;2024-12-13
4586;1550;Net segura;127.14;2022-03-19
4587;1551;Net segura;250.9;2022-06-06
4588;1551;Pacote Integrado (TV, Internet, Telefone);83.37;2023-07-09
4589;1551;Internet 100 Mbps;41.32;2024-03-09
4590;1552;Internet 200 Mbps;65.11;2023-05-20
4591;1552;Pacote TV HD;37.44;2024-12-18
4592;1552;Pacote Mobile Empresarial;18.43;2023-08-12
4593;1553;Pacote Mobile Empresarial;25.0;2025-01-29
4594;1553;Pacote Integrado (TV, Internet, Telefone);148.86;2023-09-10
4595;1553;Telefone Fixo Ilimitado;29.29;2024-03-03
4596;1554;Pacote Integrado (TV, Internet, Telefone);144.07;2023-12-20
4597;1555;Pacote Integrado (TV, Internet, Telefone);103.45;2022-01-04
4598;1555;Pacote Integrado (TV, Internet, Telefone);88.51;2024-11-10
4599;1556;Telefone Fixo Ilimitado;21.32;2023-09-11
4600;1557;Internet 100 Mbps;43.73;2022-04-25
4601;1557;Telefone Fixo Ilimitado;23.45;2024-06-28
4602;1557;Internet 100 Mbps;44.69;2024-12-18
4603;1557;Net segura;269.5;2022-05-15
4604;1557;Pacote TV HD;37.64;2023-01-19
4605;1558;Pacote Mobile Empresarial;15.13;2024-06-12
4606;1558;Internet 100 Mbps;48.86;2023-01-30
4607;1558;Internet 100 Mbps;39.21;2025-01-20
4608;1558;Telefone Fixo Ilimitado;25.16;2022-09-10
4609;1558;Cloud;328.82;2022-12-09
4610;1559;Pacote TV HD;32.3;2022-11-22
4611;1559;Cloud;439.14;2023-08-01
4612;1559;Net segura;228.8;2024-10-26
4613;1559;Pacote TV HD;34.61;2024-05-21
4614;1559;Internet 200 Mbps;63.35;2023-08-06
4615;1560;Internet 100 Mbps;45.73;2023-07-12
4616;1560;Cloud;328.2;2023-09-30
4617;1560;Telefone Fixo Ilimitado;24.82;2024-07-07
4618;1560;Internet 200 Mbps;54.0;2022-12-08
4619;1561;Internet 100 Mbps;34.45;2022-04-18
4620;1561;Internet 100 Mbps;44.05;2022-05-13
4621;1561;Internet 200 Mbps;52.29;2024-03-20
4622;1561;Telefone Fixo Ilimitado;26.99;2022-02-18
4623;1561;Pacote Mobile Empresarial;17.43;2023-10-19
4624;1562;Pacote Mobile Empresarial;29.38;2023-01-05
4625;1562;Telefone Fixo Ilimitado;29.08;2023-06-25
4626;1562;Internet 100 Mbps;36.33;2023-08-18
4627;1562;Pacote Mobile Empresarial;23.35;2024-09-16
4628;1562;Internet 100 Mbps;45.77;2022-06-22
4629;1563;Net segura;250.94;2023-06-30
4630;1563;Pacote TV HD;39.32;2023-09-01
4631;1563;Internet 100 Mbps;41.23;2022-05-24
4632;1563;Internet 100 Mbps;32.79;2023-03-10
4633;1563;Net segura;150.49;2022-02-14
4634;1564;Cloud;455.14;2022-07-12
4635;1565;Internet 100 Mbps;34.19;2024-05-10
4636;1565;Pacote Mobile Empresarial;20.69;2023-08-10
4637;1565;Pacote Mobile Empresarial;28.81;2024-01-15
4638;1565;Cloud;347.71;2023-11-10
4639;1565;Telefone Fixo Ilimitado;21.38;2024-06-12
4640;1566;Pacote Mobile Empresarial;25.31;2024-10-05
4641;1566;Telefone Fixo Ilimitado;26.65;2025-01-08
4642;1566;Pacote Mobile Empresarial;19.0;2024-08-30
4643;1567;Telefone Fixo Ilimitado;27.15;2022-02-20
4644;1567;Telefone Fixo Ilimitado;29.34;2023-06-21
4645;1568;Net segura;224.24;2022-11-25
4646;1569;Cloud;397.81;2023-06-17
4647;1570;Telefone Fixo Ilimitado;24.49;2023-05-16
4648;1571;Net segura;290.43;2022-11-10
4649;1571;Cloud;434.89;2022-05-11
4650;1571;Telefone Fixo Ilimitado;23.96;2022-05-01
4651;1572;Pacote Mobile Empresarial;16.8;2022-05-15
4652;1572;Internet 100 Mbps;47.28;2024-03-28
4653;1572;Telefone Fixo Ilimitado;27.27;2022-07-31
4654;1572;Telefone Fixo Ilimitado;24.54;2024-10-27
4655;1573;Pacote Mobile Empresarial;28.25;2024-06-18
4656;1573;Pacote TV HD;26.88;2023-11-04
4657;1574;Internet 100 Mbps;46.04;2022-10-11
4658;1574;Pacote Integrado (TV, Internet, Telefone);124.24;2024-05-15
4659;1574;Pacote Mobile Empresarial;19.38;2023-04-01
4660;1574;Cloud;344.19;2023-12-31
4661;1574;Net segura;284.04;2022-08-02
4662;1575;Internet 200 Mbps;67.0;2024-10-04
4663;1575;Cloud;465.39;2023-02-16
4664;1575;Pacote Mobile Empresarial;23.11;2022-05-22
4665;1575;Cloud;203.53;2024-08-19
4666;1576;Net segura;279.35;2023-07-03
4667;1576;Telefone Fixo Ilimitado;20.09;2022-09-09
4668;1576;Cloud;353.11;2024-09-03
4669;1577;Pacote TV HD;32.66;2023-05-26
4670;1577;Pacote TV HD;30.19;2024-05-22
4671;1578;Cloud;321.65;2023-01-28
4672;1578;Pacote TV HD;30.06;2022-03-21
4673;1579;Pacote TV HD;37.04;2023-12-01
4674;1579;Internet 200 Mbps;50.56;2023-10-07
4675;1580;Cloud;460.52;2022-11-22
4676;1580;Cloud;317.81;2022-04-04
4677;1580;Pacote Mobile Empresarial;18.09;2022-07-25
4678;1581;Pacote Integrado (TV, Internet, Telefone);139.52;2022-12-05
4679;1581;Pacote TV HD;38.24;2023-06-11
4680;1581;Telefone Fixo Ilimitado;20.88;2023-03-19
4681;1581;Pacote Mobile Empresarial;27.6;2022-04-22
4682;1581;Pacote Mobile Empresarial;26.57;2024-12-22
4683;1582;Pacote TV HD;28.22;2022-10-04
4684;1582;Internet 100 Mbps;43.48;2023-11-21
4685;1582;Telefone Fixo Ilimitado;28.34;2023-05-07
4686;1582;Internet 100 Mbps;42.96;2025-01-27
4687;1583;Internet 200 Mbps;51.67;2024-06-06
4688;1583;Pacote TV HD;29.44;2022-02-08
4689;1584;Pacote Mobile Empresarial;21.12;2023-07-19
4690;1584;Internet 200 Mbps;57.26;2024-01-08
4691;1585;Internet 100 Mbps;47.26;2023-02-14
4692;1585;Pacote Integrado (TV, Internet, Telefone);139.48;2022-06-16
4693;1585;Pacote Integrado (TV, Internet, Telefone);105.72;2022-08-21
4694;1585;Telefone Fixo Ilimitado;21.37;2024-04-21
4695;1585;Cloud;422.55;2024-08-19
4696;1586;Telefone Fixo Ilimitado;21.2;2025-01-04
4697;1586;Telefone Fixo Ilimitado;29.28;2022-10-16
4698;1587;Internet 100 Mbps;48.61;2022-01-28
4699;1587;Internet 100 Mbps;35.5;2023-09-03
4700;1587;Net segura;180.29;2024-04-21
4701;1587;Pacote TV HD;25.78;2024-09-19
4702;1587;Internet 200 Mbps;52.27;2022-09-04
4703;1588;Pacote Mobile Empresarial;23.99;2022-03-23
4704;1588;Pacote Mobile Empresarial;26.18;2022-06-23
4705;1588;Net segura;114.29;2025-01-16
4706;1589;Telefone Fixo Ilimitado;26.37;2024-11-16
4707;1590;Cloud;206.49;2023-03-04
4708;1591;Internet 200 Mbps;61.36;2023-06-16
4709;1591;Pacote TV HD;31.16;2022-12-01
4710;1591;Cloud;459.06;2023-06-14
4711;1592;Cloud;252.19;2022-02-09
4712;1592;Pacote Mobile Empresarial;15.93;2024-08-10
4713;1592;Internet 200 Mbps;64.43;2024-04-05
4714;1592;Pacote Mobile Empresarial;15.4;2022-09-05
4715;1592;Pacote Mobile Empresarial;24.07;2023-12-28
4716;1593;Pacote Mobile Empresarial;28.73;2022-03-29
4717;1594;Pacote Integrado (TV, Internet, Telefone);109.66;2022-06-09
4718;1595;Pacote TV HD;36.95;2023-03-04
4719;1595;Pacote TV HD;27.35;2024-04-11
4720;1595;Pacote TV HD;26.78;2023-10-10
4721;1595;Net segura;266.41;2022-11-02
4722;1596;Pacote TV HD;32.33;2022-05-01
4723;1596;Pacote Mobile Empresarial;23.27;2024-06-12
4724;1596;Pacote TV HD;37.2;2024-01-10
4725;1596;Telefone Fixo Ilimitado;22.02;2024-09-01
4726;1597;Pacote Integrado (TV, Internet, Telefone);84.84;2023-12-24
4727;1597;Pacote TV HD;34.09;2022-09-15
4728;1597;Pacote TV HD;27.9;2023-04-05
4729;1598;Pacote Mobile Empresarial;22.66;2023-06-03
4730;1598;Pacote Integrado (TV, Internet, Telefone);144.61;2022-01-19
4731;1598;Pacote Mobile Empresarial;26.1;2024-11-07
4732;1599;Internet 200 Mbps;63.73;2023-08-08
4733;1599;Pacote Integrado (TV, Internet, Telefone);89.66;2022-03-12
4734;1599;Telefone Fixo Ilimitado;24.93;2025-01-22
4735;1599;Pacote TV HD;26.91;2024-10-02
4736;1599;Pacote Mobile Empresarial;25.58;2022-01-01
